,Job Title,Company,City,Description,Days On Indeed,URL
641,Intern - Data Scientist,ATPCO,"Washington, DC",Hands-on experience developing data science solutions using open-source tools and cloud computing platforms. Build machine learning models through all phases of…,4,www.indeed.com/rc/clk?jk=7b22af21358c81a7&fccid=9e48d5b13497d679&vjs=3
642,Data Warehouse Engineer,Seen by Indeed,"Washington, DC",N/A,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZz6G2ZVf9e4M3-pWBw3xa0bNY_EwWp1HJRLmMKa_k1b4DW5-h9FXc0XxgrMug2Nz0Dn0SD3T5X5Safaf84lRHPYS-vyhJKdxWNMgkcr4IMF9eRtlJ90mO5HEAAJpn_2PakQgwF3fBh6GLo8dzjLpcTwPqI3eDM-Asxs8QHWS8itj-iPOBv3zYwefoCW04GokwN0eyKdOzl70kD8DsSVN_kJyNea3mJFzTRp1JH4qK6KjkdiJGIb7InMPDL6EcI2DBKlCJseZmF5WSZnHjMWxeku6RnBFDQBzH2kXwY77p7g8xIYi6f2q2wyMTXTq8cLYicD6_k9npSOODof8HYjiFjYbxoOBbH-rop1fLndd3cyvBmQ8JxZCLIAWVKbMWgGvp8VLmdhwt8Z2z91IHB3kO4wqr2k0bGFH3T67GrnuqFgjs6Uthg5ysLdfuWjxAH3NUrNU9Ql5GhPmp6nEZb-imrbfKOdP6ECJyIBVAAZe1yBrd0I7_GEQoLBiCTqF00VZvV9irQSaS6rfHhqBCrh9gIOquVWxJtGRY7XVrgxqVcZVPTxZMLIZLZWzo7SKQa6WKA44LxMp10bPcLvreSOzefxQrssHX2cC0OZzVVYxa_HoumQT0OCAKa1xGC0cJs7VTQ4z6q0BoVYX&p=0&fvj=1&vjs=3
643,Data Engineer,Seen by Indeed,"Washington, DC",N/A,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZz6G2ZVf9e4M3-pWBw3xa0bNY_EwWp1HJa5rjRkqUYiugSA2GXfgK0FOClPP3O4a9fZYGuXW3eIriNre79FPoiu_B-6GpkM2TktIDTDN-6PjgRnqG6RM8xE2uzzgY8UnV8tFscAzG52XhgdK1kDlw5m8WMFm7ec5Kp7DcH4EBDdtuWhybuLo26Dyh_B7C8jbT5qZNnzgCs0fGswopaca6TUEW_Qe2N5ehdGs4b3w6LFvUCy8ACl7ndF13V2TiI0qo7HxrIlBhJchqjpwJTtgAEsvxoFFkQ6JrXBP3dHFWSuCr3Hi3wJVRL4_RkwIgUoJ4y2HDPXMMUi229J0GMFz5OAOYxl-JIJmbTftvL_mSOWeJyRAPomBBLOl1siaPMlmoeGOk00MQO3wxRa0YrAqD2igksDy0hBmh5dF9q_4yJ8_BpQ9Ya2z2A8w6r59mgCkvyiuApJXDCpsV2bwl27uamX1a6WKHIau77ahvCWI-zsEDGgvE2LMASjgb806_jGTM9G3DUXUGpJA8Ws9uX4udDWWi20E5_LgLJ_RjjuWsPVrxwNgiwOcdiluVGKFY84ilo1OJ3JtjkukyLMvxj31iMY=&p=1&fvj=1&vjs=3
644,Experienced BI/Data Science Engineer/Architect,"AtSite, Inc","Washington, DC",Position: Experienced BI/ Data Science Engineer/Architect*. The ideal candidate will have experience with data science and ingestion technologies.,18,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DJVvApjyyY9M_yZ00M6bRdK0mQYSqhzXck8Gsjzo_IDFYXPuV0VX4jsNl4alN-IxwyD_v1-UBsHTibSannT_J3Z5HK778yhUVBwJrwAHWPQOmzQofSxsUTBhfoc4clS1tDZ08V2-0y2TYEXxIWjyZ3Mwrkt3LGXY_wBwI5xMEeAiGafUp7LABux0odKNl5UtfrZBxNYoh21RvbG7tHO3qsEyYP-9Q3jS6kNYEQTx3HQiMkD0kebx512lNrn2ehD3dZ-ype4VPiKRODu7cNN8BkSjwPbLmuDpoAzJWeh1U28OZOwjOG6E4YArVwIx6dXmaMHbE1eMavj9JTXdtEA3kYtXqXhh9kHEGqAql-UD6gb1PnDZ1HZ9MjKFQMES3IE7kEmnQP9JIHuvK1vx26G4jNcO6H6F3FVCT8LkVYgPRpXugOo7h6FaQz0dvl5OMGIMSITW60O7o4faPXQXNHKq0eodwV6d-YwWzGJhQGK8QiWnRsYAEyI7Tj&p=2&fvj=1&vjs=3
645,Data Scientist,National Security Agency,"Washington, DC","Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, and…",30+,www.indeed.com/cmp/National-Security-Agency
646,Junior Data Scientist,NU Borders,"Washington, DC","NU Borders LLC is a Washington, DC-based based Data Science and Data Analytics consultancy that focuses on using cutting edge tools to solve data-driven…",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D83cANp8QsBK0G6mKty5UvcesoyBdXhcjIUSUsEv6bKtgqJqEBBWO3AIs6ThAAILq-grMO0orOoqnt2k4YqMaLkxjUwwISNaU8kOYKezwu6GpWoY1mysCLQgpIFb8zBSCQgf9HcoqBtMEqU7OHB9wVMuzo2b5piVaAUq5F6mnLyxvF6GdEFhSBaiGtACM1f_6sDoKhwHlfMZ7Sp1L1dDd3sS2PHuRAvuYJA3CpLyN3ZjZiKtm4bUk5DV8vEWK3TYDxVxwysz1YDNLDvPpHgDD7U-SDDut6p8lZi5WVw0TebKrXLRjWSLPdGRsVPI3tRScnho4hmv78-VQLUZF7ks03WZMHH4YBkww2xiwCbPfGS6W5Xj6-0BxQzJVEQM8r1_Mczl-h7YDe8u-ttzKU-PJq0p28Ak9ToqObXrcSXkWTbVZofvIk9WMa-D6W_yw-fsIoT-8dlGIxqpuE847PJOCx&p=4&fvj=1&vjs=3
647,Data Science Consultant (Junior to Mid-Level),"ASR Analytics, LLC","Washington, DC","A solid understanding of data science, advanced statistics, machine learning, data mining and visualization techniques are a must.",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ag7WhxEhDkUCnHoeTDPatldzbU9kfEihgVMj5eCQXLB5Zdef8Yrn6tVQD78SSuTmU6IzfDBXHi0OJO6_q4yJqBQmR_X2mXtm8sS_kzAiHv679QPBvrPA6P9At8sfuTNrHKeTBOwWYCkSWpxtbT_vzHh1-piOcIOXoMzbzOwDFNVUocIxKGdNn4Zq-UmhMszLZdpoLY91T8-t8NE_3PMb4G57sug5neRGct5Hx9Fzmos9UlIwwwPETTxtiAZ1isMA0MeV7_szQ80NW38fFYXzqrNvQaTVat-VDQIPlbMkpm692eVy8MQyn3IBfjHAx4ojJPJTVtIgq5rxHUE3KpPquFqLXE7Ah5fSSaFtzb3QBWaFt4ZApuiWDxrpeGmH3jQT0F9qOsMGTlbKzAia7PXF1cZvlxIqJaOHfqx14E_6HhLaazsQUi_jSBlqWFoftqKI23P8kl6DMkwIdfyb7VMQE4JowhgZ4FDB2c73ftLDsytw==&p=5&fvj=1&vjs=3
648,Data Scientist,Central Intelligence Agency,"Washington, DC","Advanced degree in a data science equivalent field or sub-field. As a Data Scientist for the CIA, you will organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFqZTAWUL-_B6kRVbNyO9Sv9cLlVRKpZLrJ07DMt4KzsgFWnmvvm3ydWe_xChGSN9xR1eNrLllbl-iIL1YfqanB7W7zt3xgz_RZ6k8Fhh-M2U8iugm1_EseT9LRe8hjbLLFkvm82hTIgn6TBGeEbvLFqvScqsH8Ge_An_FTXPXRMsi0RfYQFR0ljmrTmJkd0PFSJQR1pMDJxGJ_Ya4PcULhqiDsscFb7sYob2QDN-A11Jc21_ao1LVrd9l7s6Gr3PEtbkU08_rH2Y2hMnONzvBF73uaA1uFmzwP8avsmkSEYeW3S9oYtVUx8YbpmZHXqO6Q==&p=6&fvj=0&vjs=3
649,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,"Washington, DC","A bachelor’s or master's degree in computer science, engineering, data science, a related field or equivalent experience, and have proven curiosity in data…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Am_Rv4Lk3F4ViujcKIgH3F3nPeyK80cm8_2LiBlngmMoLYK9G_xKk-mbG4RipSSUP6EuvDv71lbVg-Tcdkr5MglIh8ywesJH4TEAWVxxJgYiKL6TX9H9RM97WfmZW_0mLTZ1FZznFMI9EW3hr26okQu7g5NBUzmGpOx-catxF16nsEAvkM5PNPItEjrMCfJaO8q4fhK_XKw9_JNI3hKKdNaIyiuEBjAEFC0g360XEGYFMMjDmR3JPvribXs8EeOqk67jBUwOTfVHC1SMclHIckNhV3j7ghOuKuX23snBjhD69ht-WJFRlpT2pGpXXInlGfj8g4P_tvt0wcllo9ci0VrrqS5kLHyUUtBnHUKybrVIX_7Xy2to4YAzqLOBs7IO5nD-jgmRJkySu-PTtW_FoaH9P--PwmvxFL1FLUlHB7nu9K_0ltxrNNL76b6O_wHezlb-xrxwgiuhbXD3E84YT8E-5SR2cIlX1-Pe6sV4cVM6WjuA3eX7k_&p=7&fvj=1&vjs=3
650,Intern - Data Scientist,ATPCO,"Washington, DC",Hands-on experience developing data science solutions using open-source tools and cloud computing platforms. Build machine learning models through all phases of…,4,www.indeed.com/rc/clk?jk=7b22af21358c81a7&fccid=9e48d5b13497d679&vjs=3
651,Data Science Analyst,"WellDoc, Inc.","Washington, DC","Generate actionable insights by applying analytical rigor to multiple types of data including metabolic data, medication data, lifestyle data, symptom data,…",4,www.indeed.com/rc/clk?jk=320e2833c965e400&fccid=956d38a613f82dc7&vjs=3
652,Data Scientist,"Aveshka, Inc.","Washington, DC","Handles raw data (e.g. structured, unstructured, and mixed datasets), and analyzes data through the application of various statistical techniques or tools.",4,www.indeed.com/rc/clk?jk=94dd3031725fdc3d&fccid=bb39fb7b2c89d689&vjs=3
653,Data Science Consultant(Data Analyst),Numerodata LLC,"Washington, DC","Ideal candidate should have a degree in a quantitative field (e.g., mathematics, computer science, physics, economics, engineering, statistics, operations…",4,www.indeed.com/company/Numerodata/jobs/Data-Science-Consultant-60a19fc92feca55f?fccid=9a2cceb2554cf2aa&vjs=3
654,"Data Scientist, Dynamic Pricing",ATPCO,"Washington, DC","Has extensive experience using data analysis tools to analyze and present data in a compelling manner. As a Data Scientist you will identify trends, patterns…",4,www.indeed.com/rc/clk?jk=2bf7c46f34a8ac4a&fccid=9e48d5b13497d679&vjs=3
655,Data Scientist - You Make Data Sing,NT Concepts,"Washington, DC","Clients with massive, complex data sets. Ultimately, we need someone who knows their way around data modeling, information extraction, time series forecasting,…",4,www.indeed.com/rc/clk?jk=226a7f3e3a4a3ffc&fccid=d38498357cdcfc9a&vjs=3
656,Data Scientist BSLEF8,"E3 Federal Solutions, LLC","Washington, DC","Experience performing data mining, analysis, and training set construction. Project tasks include data collection, mining, data and text analytics, clustering…",4,www.indeed.com/rc/clk?jk=5fac360372be4d3c&fccid=1bc7c41fd9ca0a9d&vjs=3
657,Data Engineer,BasisPath,"Washington, DC",AWS experience and an understanding of data science is a plus! The Data Engineer will work closely with Data Scientists to build and model analytics derived…,4,www.indeed.com/rc/clk?jk=0dceb58cdc07da95&fccid=d90ac00e68ead8bd&vjs=3
658,Graduate Fellow Program (Data Science/Analytics Students),Logistics Management Institute,"Washington, DC","2020 Master’s degree in Engineering, Data Science, Health Policy, Operations Research, Industrial Engineering, Information Technology, Computer Science or…",4,www.indeed.com/rc/clk?jk=08736a736f043515&fccid=12626f295bf6a003&vjs=3
659,Data Scientist,"Pyramid Systems, Inc.","Washington, DC","Formulate data science and analytics pipelines to instill discipline and rigor in model development process. Cross-train with the engineering team, by learning…",4,www.indeed.com/rc/clk?jk=d86b0bc6fc3ca9c7&fccid=712bad24a9fb5c54&vjs=3
660,Data Scientist BSLEF8,"E3 Federal Solutions, LLC","Washington, DC","Experience performing data mining, analysis, and training set construction. Project tasks include data collection, mining, data and text analytics, clustering…",4,www.indeed.com/rc/clk?jk=5fac360372be4d3c&fccid=1bc7c41fd9ca0a9d&vjs=3
661,Data Analytics Engineer / ORSA,Entegra Systems,"Washington, DC",Candidates must have data science and analytics experience. Candidate shall have a minimum of fifteen (15) continuous years of work experience in operations…,4,www.indeed.com/rc/clk?jk=0cc43a3572fe8d79&fccid=3a63a94af5038ee8&vjs=3
662,Modeling and Data Analyst,Logistics Management Institute,"Washington, DC","Preferred experience with data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.",4,www.indeed.com/rc/clk?jk=17e4231a68337892&fccid=12626f295bf6a003&vjs=3
663,Data Scientist,Unisys Federal Systems,"Washington, DC",Develop an understanding of the customer’s data environment through data profiling and statistical analyses. Ability to understand and analyze data models – how…,4,www.indeed.com/rc/clk?jk=dbccc6c884422a34&fccid=462555dec0279094&vjs=3
664,Data Quality Engineer,AEEC,"Washington, DC",Data analysis – source/ target data assets. Data migration plan analysis – source/ target data assets. AEEC is looking for a Data Quality Engineer to join its…,4,www.indeed.com/company/AEEC/jobs/Data-Quality-Engineer-d8a996cdd5bdef71?fccid=103d1f53f97a662c&vjs=3
665,Cyber Systems Engineer / Data Science,Entegra Systems,"Washington, DC","Experience with data science and development of analytics. Strongly prefer data engineering experience, with the ability to query and get data from a number of…",4,www.indeed.com/rc/clk?jk=e6a62cfb4abb05ae&fccid=3a63a94af5038ee8&vjs=3
666,Chief Data Scientist/ Chief of Analytics,Unisys Federal Systems,"Washington, DC","Five (5) years of specialized experience in data science, data analysis, analytics/machine learning/artificial intelligence development, operations (research)…",4,www.indeed.com/rc/clk?jk=491967790d83cdda&fccid=462555dec0279094&vjs=3
667,Data Scientist (OBT),ERPi,"Washington, DC",Identify Army’s Big Data needs and requirements. Provide direction and advice to advance the Army’s current data analytics approaches and goals to develop an…,4,www.indeed.com/rc/clk?jk=68405768b9b9467f&fccid=d119c684398e0b8e&vjs=3
668,Data Science Instructional Designer,NT Concepts,"Washington, DC",NT Concepts is looking for a fully cleared Instructional Designer to create and manage a data science training curriculum for one of our Intelligence Community…,4,www.indeed.com/rc/clk?jk=4b9acc3120b4aa54&fccid=d38498357cdcfc9a&vjs=3
669,Data Engineer,BasisPath,"Washington, DC",AWS experience and an understanding of data science is a plus! The Data Engineer will work closely with Data Scientists to build and model analytics derived…,4,www.indeed.com/rc/clk?jk=0dceb58cdc07da95&fccid=d90ac00e68ead8bd&vjs=3
670,Data Engineer,Seen by Indeed,"Washington, DC",N/A,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZz6G2ZVf9e4M3-pWBw3xa0bNY_EwWp1HJa5rjRkqUYiugSA2GXfgK0FOClPP3O4a9fZYGuXW3eIriNre79FPoiu_B-6GpkM2TktIDTDN-6PjgRnqG6RM8xE2uzzgY8UnV8tFscAzG52XhgdK1kDlw5m8WMFm7ec5KibwF9hIi3LozIhwXMe6wJ5xZtTsOmUGmIucXAFGx5KBGKLReCJNF3mT4VRtbRYbcnBi7GzGZ7LmhN8dQ_kwc22vMPuOT-8OqiIYjZh35ve8vLale1pQtbQeYHuQNQGoqIZwJf6xaqwOZ7-2xGpfWC-wJMiOp2iw3mr9Tk3kOhjscyyyya6fQD2Y3uWsd2kcIETzIYgAkPTZIATiB-7qdPFBOyADT7a8uiiZ4vt8-lGLdcloVmTzBrRUTFQxhE3oM50r01S9LLMBH0_HZEMjbjla8kTQqJb6LOgfC8-8sTP1-9OWPOe-QeP_ySglzZa19VunSenqCvFa_Jt39K7QyPSdBb2-4InGaunUf2j9RVkNANZ_3JnczMVaWzCmNkh0zEowd2bUKjpNaLy0LEg656G8wnV9ZiOyuEYbB06579UKBZ920fFmAwM=&p=10&fvj=1&vjs=3
671,Junior Data Scientist,NU Borders,"Washington, DC","NU Borders LLC is a Washington, DC-based based Data Science and Data Analytics consultancy that focuses on using cutting edge tools to solve data-driven…",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D83cANp8QsBK0G6mKty5UvcesoyBdXhcjIUSUsEv6bKtgqJqEBBWO3AIs6ThAAILq-grMO0orOoqnt2k4YqMaLkxjUwwISNaU8kOYKezwu6GpWoY1mysCLQgpIFb8zBSCQgf9HcoqBtMEqU7OHB9wVMuzo2b5piVaAUq5F6mnLyxvF6GdEFhSB3seCAk9APlkALXF10zRtPQd5NOvckfm8jIw5vrvF5SLEhbLNO6Ka4qOTHqIObKLssgBb2k4VmAPyZvDydbl3dy1a9nlhc7bNO58h8qVg8_hIMIhlnQZVP8yKf0E7a2kSS1tpECavKtsPBA1SjyiVi63yCmzSVYUgZ4ATjE-vjsVRvJGMWSxgBxZMl0yXLDG6-28EJWbfNWavikIYEnvXlnTEN5lqoJkjavZu_lhkI2WV3iu8idt-xLRQPQ3LTPc5MDHT38Qpws97jKCDAPbj-g34WpMfoTSW&p=11&fvj=1&vjs=3
672,Experienced BI/Data Science Engineer/Architect,"AtSite, Inc","Washington, DC",Position: Experienced BI/ Data Science Engineer/Architect*. The ideal candidate will have experience with data science and ingestion technologies.,18,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DJVvApjyyY9M_yZ00M6bRdK0mQYSqhzXck8Gsjzo_IDFYXPuV0VX4jsNl4alN-IxwyD_v1-UBsHTibSannT_J3Z5HK778yhUVBwJrwAHWPQOmzQofSxsUTBhfoc4clS1tDZ08V2-0y2TYEXxIWjyZ3Mwrkt3LGXY_wBwI5xMEeAhCMJlaimaJmw4XM46LVnoBAnPNjHp9CeptIEwMZ8n6K4ZllVgUPnvcow88gn2vQmk52oe9DfxjqyHa0bFEqQ98flohv2dRdK-FEeLU5HDR3EK9kXWrqzs_4NiyWodjgycEF2sweRlPlJjYYtz5vdLqqHrWYjLNwCUOW1ZFwyIFiWaSn8NGy6UPFkUV8vor5AH3rWUz75yh89LIToXpFnesMbKRlY2RMfFGShEzoVe_GlkhcZdmra607wmzrjGBJUMx5Vl-YbZr1Hyc2p-v2RZH02fVHjTX6P0oge9MCJK7nVN-faCPW7D8wVIt2dSOlSjwSPC9yddBT&p=12&fvj=1&vjs=3
673,Data Scientist,National Security Agency,"Washington, DC","Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, and…",30+,www.indeed.com/cmp/National-Security-Agency
674,Data Science Consultant (Junior to Mid-Level),"ASR Analytics, LLC","Washington, DC","A solid understanding of data science, advanced statistics, machine learning, data mining and visualization techniques are a must.",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ag7WhxEhDkUCnHoeTDPatldzbU9kfEihgVMj5eCQXLB5Zdef8Yrn6tVQD78SSuTmU6IzfDBXHi0OJO6_q4yJqBQmR_X2mXtm8sS_kzAiHv679QPBvrPA6P9At8sfuTNrHKeTBOwWYCkSWpxtbT_vzHh1-piOcIOXoMzbzOwDFNVUocIxKGdNn4dNi3jqHzumITfovFIZ_naZ5UW5nybIjFVdh5xQX6DlMAY1qqOu5kNVeHgB7HEC-Gjopdc99N6wiIVdYpVO2csnIn4ebga3lkVEHyH9RaWYZsfT1BqJ6kYAsmFSZgJmRuDnWZcoYKbp4gaFThyFbMvIn0spr3VmhkBeTLeEMqBDobNoZq3bODzsLxI1XWk7rqFULs91poK9B6WjrKc24ZmYJqjQjoRcBt_53q_P3fgH_SdeEWQbYc0LZMTGAB7SCXy371jq1oqEch1uVES_HEgAGXjNy4BKa7y8BYGPE6STIuTeXj3LJPUQ==&p=14&fvj=1&vjs=3
675,Data Scientist,Central Intelligence Agency,"Washington, DC","Advanced degree in a data science equivalent field or sub-field. As a Data Scientist for the CIA, you will organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFsrJdzml6_vn_K_tpiTjem2qE_NRlmYjmwG_gUCrCtMEABYknZz-n6dvBM3xh-xVbReBcUJhbK00bXQaHzx0_OJGt-Jsa5C1YwBqZRnk8tN7t3P3TzoZd5Ijzo-_xqvBMt8sr8Lr0atlEyjUrkqS8dkwiqL25G5Arni_wLYLoSK5-nalKC393SDOSxiCrq120oPBP4dwXwR2tTcrAywG-tqfn2eKwJabhWi0u2DfZUoVIfR_xAw7JQlwOWsve5ZbZ5n95FnxoMkGyDF36Hmkw6a1XUz_0MSSmJbDSmiaUPrSu7HeyYdAMqtI4lSwfbPUFA==&p=15&fvj=0&vjs=3
676,Data Science Instructional Designer,NT Concepts,"Washington, DC",NT Concepts is looking for a fully cleared Instructional Designer to create and manage a data science training curriculum for one of our Intelligence Community…,4,www.indeed.com/rc/clk?jk=4b9acc3120b4aa54&fccid=d38498357cdcfc9a&vjs=3
677,Data Engineer,Logistics Management Institute,"Washington, DC","Define data requirements, document data elements, and capture and maintain metadeta. Define, design, and develop data flow diagrams, data dictionaries, and…",4,www.indeed.com/rc/clk?jk=13c9016a556c35ee&fccid=12626f295bf6a003&vjs=3
678,Sr. Data Engineer,Logistics Management Institute,"Washington, DC","Utilize or create business intelligent tools with analytical data to collect, organize and translate collected data to support better business decision for…",4,www.indeed.com/rc/clk?jk=ea32cbb1c6308653&fccid=12626f295bf6a003&vjs=3
679,Capabilities Development Analyst,"Foxhole Technology, Inc.","Washington, DC","Bachelor’s Degree in Engineering, Data Science, Information Systems, Mathematics or Statistics. Attributable experience developing metrics and data…",4,www.indeed.com/rc/clk?jk=66faef72146f354f&fccid=7326a6235e34a3f6&vjs=3
680,Data Scientist/Statistician,Vistra Communications,"Washington, DC",Education: Master’s Degree in Social Science or Statistics. Oversees all data analysis and advanced statistical testing and consulting.,4,www.indeed.com/rc/clk?jk=2852402376d32b4f&fccid=27dccbc072f6572c&vjs=3
681,Data Scientist,"teKnoluxion Consulting, LLC","Washington, DC","Analyze business operations requirements for data, evaluate existing data quality, and recommend improvement opportunities. What you get to do every day:",4,www.indeed.com/rc/clk?jk=6866d4aedb25ffff&fccid=3c41d4120c418fa1&vjs=3
682,Data Analyst (OBT),ERPi,"Washington, DC","A Bachelor’s Degree in Engineering, Math, Statistics, Data Science or related discipline. Identification and standardization of business data requirements with…",4,www.indeed.com/rc/clk?jk=1e6c2adea6daf886&fccid=d119c684398e0b8e&vjs=3
683,Senior Data Scientist,Millennium Corporation,"Washington, DC","Experience bridging data science strategy between leadership, IT, data scientists and other stakeholders; Experience with incorporating data science capability…",4,www.indeed.com/rc/clk?jk=85e6260e990318e5&fccid=3f55388652e9fc1c&vjs=3
684,Data Engineer,NT Concepts,"Washington, DC",NT Concepts is looking for a fully cleared Data Engineer to provide expert level data science instruction and assistance in creating curriculum and exercises…,4,www.indeed.com/rc/clk?jk=b3e340f21898bd68&fccid=d38498357cdcfc9a&vjs=3
685,Junior Data Engineer/Scientist,Logistics Management Institute,"Washington, DC","Well-rounded data engineer with a focus on data analytics, business intelligence, and data integration challenges. Travel: Minimal, less than 10%.",4,www.indeed.com/rc/clk?jk=ee5cc008789bf357&fccid=12626f295bf6a003&vjs=3
686,Data Engineer,Seen by Indeed,"Washington, DC",N/A,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZz6G2ZVf9e4M3-pWBw3xa0bNY_EwWp1HJa5rjRkqUYiugSA2GXfgK0FOClPP3O4a9fZYGuXW3eIriNre79FPoiu_B-6GpkM2TktIDTDN-6PjgRnqG6RM8xE2uzzgY8UnV8tFscAzG52XhgdK1kDlw5m8WMFm7ec5KjMKcVKIwx987ukehbcndIQdP_qf3NfMsYeXCepWnmC-bFz_DO5vXRNLyZkVvvEPdTcldMwym0zQFDogqjNJ4dSvJORMk5JsEUgJzzLKmCwqjEdEaeOMBxKkGRIk0i_C0VvObCpbT5Nxx5b9rYDJGJ-xz4tBOyE8cF076Ei6yu9UhsSsOy8YugLHIODIwuVvw0b2wWpRh0t-7htKnYH2NiIvDxpaWz1qphFTgN8QDUrne9k4MuWcpozFv0kU1Ta3MKKK2FDygpSQH0BdoBxDLY57d6R1jLaTVMDUGchyvDOFo-FZv2DiGNqN7NrHfWLcQkwswFCGjxtLDHg3H6a9jTBnp98329wRdLujLZP-BxtJd0BFKIBR2ctK5rfJ8WhYtRKxYEpZUS7fvJqREkCLlm1My0q7oRl8c3l-HoXofjpwJH22M6aa_As=&p=10&fvj=1&vjs=3
687,Experienced BI/Data Science Engineer/Architect,"AtSite, Inc","Washington, DC",Position: Experienced BI/ Data Science Engineer/Architect*. The ideal candidate will have experience with data science and ingestion technologies.,18,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DJVvApjyyY9M_yZ00M6bRdK0mQYSqhzXck8Gsjzo_IDFYXPuV0VX4jsNl4alN-IxwyD_v1-UBsHTibSannT_J3Z5HK778yhUVBwJrwAHWPQOmzQofSxsUTBhfoc4clS1tDZ08V2-0y2TYEXxIWjyZ3Mwrkt3LGXY_wBwI5xMEeAhg4yw8jIkn0qZ7iXoam5xu5W8kTbZL8Ff4VQfTXZtJUdYa4BYaF-4JUDPo_9lin6OZKBESuV1t9YRL9a4OkLm2_B2qmE5Bz4wAqVx93sR45lYbS07HZjoOps7Qxxxy7L-2etg8xgrXuwNWR7Z4oeR4194e2zUbjK11urwWoXdXwA1Vzz7h1wR0qg69MxylKPANX-NjVTm1lUgtGYEs9oPdRUKx0TgD_GI2dVcJU9cTnB4FK0PfAJIztiaTlDqYmeAgVO7sQczMe0FH3azoHvqFXb6CeAsqN0U-wnxt0ADAIqD8uwxLFCjKXbaMbb5ylzzdsggOXdso_&p=11&fvj=1&vjs=3
688,Data Warehouse Engineer,Seen by Indeed,"Washington, DC",N/A,30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZz6G2ZVf9e4M3-pWBw3xa0bNY_EwWp1HJRLmMKa_k1b4DW5-h9FXc0XxgrMug2Nz0Dn0SD3T5X5Safaf84lRHPYS-vyhJKdxWNMgkcr4IMF9eRtlJ90mO5HEAAJpn_2PakQgwF3fBh6GLo8dzjLpcTwPqI3eDM-Asxs8QHWS8itjWEv6fMqRznbfTMmpO6flE9XKWF4_AKN6T6A3Z5SZUVXXtmwB8FxGYI3tRjelByJ130l4rco-lo9HAU5CmJQ11UIsvlLGsGIT6PHdQ0hu9Tbvp-xhc8BB0BbxeDvFbVN90dT3byhE2o3cGagHbOfKONvGsCepXxZUXCdkp2bMknbjJTnwfGA-5FllIm4Ym4I9bSwpD47pBelUhGQplPtM5L99osIc5OTDjW22CPGhmm7WrA6i-IQL19Hzq4zHjlXduFowAAZD2GE-olOaUBWLH7-1zUBtHfPhenKdJdKGV0hHWCiPcrbLrcF8eVh4NSDpHAwqpwh3Xs7_kbTyamQJtw_C8lytE_DyWeb2yLIPtYmCzuMhKk2CzUGy0ZIblRzls3vnb71jTBUaSAvK-8cZ08hOfg42WfR9sh2xIHEXXRfUSVHzsRIeTxdot8nydgEqszrWIxyxHkRrecTgJ6xWbaz3ClaZtUKd&p=12&fvj=1&vjs=3
